921000000	925000000	nmhh	H117	K	Páneurópai vasúti digitális nyalábolt rádiórendszer (GSM-R) a 876-880/921-925 MHz duplex sávban.	Két- és többoldalú nemzetközi koordinációs dokumentum ECC/DEC/(02)05; ECC/DEC/(02)09 ECC/DEC/(02)10 ECC/REC/(05)08MSZ EN 301 502;MSZ EN 301 511	A sáv csak a vasúti közlekedésről szóló törvényben meghatározott vasúti szervezetek hírközlésére használható.A GSM-R rendszer működtetésére és a szolgáltatás nyújtására a Kormány által kijelölt vállalkozás jogosult.A végfelhasználói állomás egyedi engedélyezési kötelezettség alól mentesítve.Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.A GSM-R és a 880-915/925-960 MHz sávban működő hálózatok üzemeltetőit kölcsönös egyeztetési kötelezettség terheli állomásaik telepítése előtt, összhangban a vonatkozó ECC 162. Jelentéssel. Amennyiben valamelyik hálózat üzemeltetője csak később válik ismertté, az egyeztetést utólag el kell végezni, és az állomások jellemzőit a megkötött megállapodásnak megfelelően módosítani kell. A zavarás csökkentése, illetve elkerülése érdekében mindkét félnek kölcsönösen meg kell tennie a szükséges lépéseket.
925000000	960000000	nmhh	MOZGÓ, a légi mozgó kivételével				
925000000	960000000	nmhh	H119	K	GSM-rendszer a 880-915/925-960 MHz duplex sávban.	Két- és többoldalú nemzetközi koordinációsdokumentum2009/766/EK; 2011/251/EU ERC/DEC/(95)01; ECC/DEC/(12)01ECC/REC/(05)08; ECC/REC/(08)02MSZ EN 301 502; MSZ EN 301 511	2. melléklet I. fejezet 9. pont2. melléklet I. fejezet 12. pontA sáv csak szolgáltatás céljára használható.A frekvenciaelosztás módja: versenyeztetési eljárás.A végfelhasználói állomás egyedi engedélyezési kötelezettség alól mentesítve.Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.A frekvenciahasználati jogosultság, jog másodlagos kereskedelmemegengedett (7. melléklet).A sáv átrendezhető (2. melléklet I. fejezet 10. pont).
925000000	960000000	nmhh	H119		UMTS-rendszer a 880-915/925-960 MHz duplex sávban.	Két- és többoldalú nemzetközi koordinációs dokumentum2009/766/EK; 2011/251/EU ECC/DEC/(12)01; ECC/REC/(08)02MSZ EN 301 908-1; MSZ EN 301 908-2MSZ EN 301 908-3; MSZ EN 301 908-11	Csatornaszélek közötti elválasztás feltételeit a 2. mellékletI. fejezet 11. pont tartalmazza.A sávban működő hálózatok és a GSM-R üzemeltetőit kölcsönös egyeztetési kötelezettség terheli állomásaik telepítése előtt, összhangban a vonatkozó ECC 162. Jelentéssel. Amennyiben valamelyik hálózat üzemeltetője csak később válik ismertté, az egyeztetést utólag el kell végezni, és az állomások jellemzőit a megkötött megállapodásnak megfelelően módosítani kell.A zavarás csökkentése, illetve elkerülése érdekében mindkét
925000000	960000000	nmhh	H119		LTE-rendszer a 880-915/925-960 MHz duplex sávban.	Két- és többoldalú nemzetközi koordinációs dokumentum2009/766/EK; 2011/251/EU ECC/DEC/(12)01; ECC/REC/(08)02MSZ EN 301 908-1; MSZ EN 301 908-13MSZ EN 301 908-14; MSZ EN 301 908-15	félnek kölcsönösen meg kell tennie a szükséges lépéseket.
925000000	960000000	nmhh	H119		WiMAX-rendszer a 880-915/925-960 MHz duplex sávban.	Két- és többoldalú nemzetközi koordinációs dokumentum2009/766/EK; 2011/251/EU ECC/DEC/(12)01; ECC/REC/(08)02MSZ EN 301 908-1; MSZ EN 301 908-21MSZ EN 301 908-22	
925000000	960000000	nmhh					
960000000	1215000000	nmhh	LÉGI RÁDIÓNAVIGÁCIÓ				
960000000	1215000000	nmhh	H4	K	Légijármű térbeli helyzetének meghatározása (ferdetávolság mérése) fedélzeti adó-vevővel (DME).DME/N útvonali megközelítési, valamint leszállítási célú navigálásra VOR-ral (108-117,975 MHz), ILS-sel (108-111,975 MHz) vagy MLS-el (5030-5150 MHz) társítvaDME/P leszállítási célú navigálásra ILS-sel (108-111,975 MHz) vagy MLS-el (5030-5150 MHz) társítva	ICAO Annex 10:I. kötet 3. fejezet 3.5. pont I. kötet 3. fejezet A táblaI. kötet C melléklet 7. pontV. kötet 4. fejezet 4.3. pont ICAO Európai Léginavigációs Terv X. rész(COM-3 táblázat)	Frekvenciakijelölés hatósági frekvenciajegyzék szerint. Védősáv: f0=fkijelölt ± 0,002%
960000000	1215000000	nmhh	H4		Másodlagos légtérellenőrző radar (SSR) az 1030 MHz és 1090 MHz frekvenciákon. Fedélzeti kérdező-jeladó és válaszjel vevő Földi kérdező-jeladó és válaszjel vevő	ICAO Annex 10 IV. kötet 3. és 4. fejezet	
960000000	1215000000	nmhh	H4		SSR-t kiegészítő légijármű összeütközést megakadályozó fedélzeti rendszer (ACAS) az 1030 és 1090 MHz frekvenciákon.		
960000000	1215000000	nmhh	H3		Léginavigációs segédeszközök.		Frekvenciakijelölés hatósági frekvenciajegyzék szerint.
960000000	1215000000	nmhh			TACAN	ICAO Annex 10:	Frekvenciasáv-használat:
960000000	1215000000	nmhh			Légijármű térbeli helyzetének (ferde távolság) és oldalszög mérése az adott koordinátájú földi rádiónavigációs állomástól és értékelése fedélzeti mérőműszerek, kijelzők segítségével.	I. kötet 3. fejezet A tábla I. kötet C melléklet 7. pont V. kötet 4. fejezet 4.3. pont ICAO Európai Léginavigációs Terv X. rész (COM-3 táblázat)	|fa-fv| = 63 MHz Védősáv: f0=fkijelölt ± 0,002% Sávszélesség/adásmód: 650K0V1A Maximális EIRP: 40 dBW Csatornaosztás: 1 MHz-ként
960000000	1215000000	nmhh	MŰHOLDAS RÁDIÓNAVIGÁCIÓ(űr-Föld irány)				
960000000	1215000000	nmhh	H68		A műholdas rádiónavigáció szolgálat alkalmazásai az 1164-1215 MHz sávban.		
1215000000	1240000000	nmhh	MŰHOLDASFÖLD-KUTATÁS (aktív)				
1215000000	1240000000	nmhh	H123	K	Az aktív műholdas Föld-kutatás alkalmazásai.		
1215000000	1240000000	nmhh	RÁDIÓLOKÁCIÓ				
1215000000	1240000000	nmhh	H3		Földi telepítésű elsődleges légtérellenőrző radarok.		
1215000000	1240000000	nmhh	H23		Radarok.		
1215000000	1240000000	nmhh			Szélprofil radarok	ITU-R SA. 1282; SM.337-4 Ajánlások	
1215000000	1240000000	nmhh			Rádióakusztikus szondázó rendszerek (RASS)		
1215000000	1240000000	nmhh	MŰHOLDAS RÁDIÓNAVIGÁCIÓ(űr-Föld irány)				
1215000000	1240000000	nmhh	H68		A műholdas rádiónavigáció szolgálat alkalmazásai.		
1215000000	1240000000	nmhh			GNSS az 1227,6 MHz frekvencián		Sávszélesség: ± 14 MHz
1215000000	1240000000	nmhh	LÉGI RÁDIÓNAVIGÁCIÓ				
1215000000	1240000000	nmhh	H3		Földi telepítésű elsődleges légtérellenőrző radarok.		
1240000000	1260000000	nmhh	MŰHOLDASFÖLD-KUTATÁS (aktív)				
1240000000	1260000000	nmhh	H123	K	Az aktív műholdas Föld-kutatás alkalmazásai.		A földi állomások műszaki paramétereinek ki kell elégíteniük a kapcsolódó műhold üzemeltetőjének követelményeit.
1240000000	1260000000	nmhh	RÁDIÓLOKÁCIÓ				
1240000000	1260000000	nmhh	H3		Földi telepítésű elsődleges légtérellenőrző radarok.		
1240000000	1260000000	nmhh	H23		Radarok.		
1240000000	1260000000	nmhh			Szélprofil radarok.	ITU-R SA. 1282; SM.337-4 Ajánlások	
1240000000	1260000000	nmhh			Rádióakusztikus szondázó rendszerek (RASS).		
1240000000	1260000000	nmhh	MŰHOLDAS RÁDIÓNAVIGÁCIÓ(űr-Föld irány)				
1240000000	1260000000	nmhh	H68		A műholdas rádiónavigáció szolgálat alkalmazásai.		
1240000000	1260000000	nmhh	Amatőr				
1240000000	1260000000	nmhh	H11		Amatőrrádiózás.	ECC/REC/(02)01;MSZ EN 301 783-2	2. melléklet IV. fejezet
1260000000	1300000000	nmhh	MŰHOLDASFÖLD-KUTATÁS (aktív)				
1260000000	1300000000	nmhh	H123	K	Az aktív műholdas Föld-kutatás alkalmazásai.		
1260000000	1300000000	nmhh	RÁDIÓLOKÁCIÓ				
1260000000	1300000000	nmhh	H3		Földi telepítésű elsődleges légtérellenőrző radarok.		
1260000000	1300000000	nmhh	H23		Radarok.		
1260000000	1300000000	nmhh			Szélprofil radarok.	ITU-R SA. 1282; SM.337-4 Ajánlások	
1260000000	1300000000	nmhh			Rádióakusztikus szondázó rendszerek (RASS).		
1260000000	1300000000	nmhh	Amatőr				
1260000000	1300000000	nmhh	H11		Amatőrrádiózás.	ECC/REC/(02)01;MSZ EN 301 783-2	2. melléklet IV. fejezet
1260000000	1300000000	nmhh	Műholdas amatőr(Föld-űr irány)				
1260000000	1300000000	nmhh	H39		Műholdas amatőrrádiózás az 1260-1270 MHz sávban.		
1300000000	1350000000	nmhh	LÉGI RÁDIÓNAVIGÁCIÓ				
1300000000	1350000000	nmhh	H3	K	Földi telepítésű radarok és a velük kapcsolatban lévő légijármű-fedélzeti válaszjeladók rendszere.		
1300000000	1350000000	nmhh	RÁDIÓLOKÁCIÓ				
1300000000	1350000000	nmhh	H3		Földi telepítésű elsődleges légtérellenőrző radarok.		
1300000000	1350000000	nmhh	H23		Radarok.		
1300000000	1350000000	nmhh	Műholdas rádiónavigáció(Föld-űr irány)				
1300000000	1350000000	nmhh	H68		A műholdas rádiónavigáció szolgálat alkalmazásai.		
1350000000	1375000000	nmhh	RÁDIÓLOKÁCIÓ				
1350000000	1375000000	nmhh	H3	K	Földi telepítésű elsődleges légtérellenőrző radarok.		
1350000000	1375000000	nmhh	Űrkutatás (passzív)				
1350000000	1375000000	nmhh	H127		Passzív űrkutatás rendszerei az 1370-1375 MHz sávban.		
1350000000	1375000000	nmhh	Műholdas Föld-kutatás (passzív)				
1350000000	1375000000	nmhh	H128		Passzív műholdas Föld-kutatás alkalmazásai az 1370-1375 MHz sávban.		
1375000000	1400000000	nmhh	ÁLLANDÓHELYŰ				
1375000000	1400000000	nmhh	H129	K	1,4 GHz-es sávú állandó telephelyű, digitális rádiórendszerek.	Két- és többoldalú nemzetközi koordinációs dokumentumT/R 13-01 2. ajánlási pont	
1375000000	1400000000	nmhh	H129		Pont-pont rendszerek.	MSZ EN 301 751;MSZ EN 302 217-2-2MSZ EN 302 217-4-2	2. melléklet II. fejezet 3. pont
1375000000	1400000000	nmhh	H129		Pont-többpont rendszerek.	MSZ EN 301 753;MSZ EN 302 326-2MSZ EN 302 326-3	
1375000000	1400000000	nmhh	Műholdas Föld-kutatás (passzív)				
1375000000	1400000000	nmhh	H128		Passzív műholdas Föld-kutatás alkalmazásai.		
1375000000	1400000000	nmhh	Űrkutatás (passzív)				
1375000000	1400000000	nmhh	H127		Passzív űrkutatás rendszerei.		
1400000000	1427000000	nmhh	MŰHOLDASFÖLD-KUTATÁS (passzív)				
1400000000	1427000000	nmhh	H128	K	Passzív műholdas Föld-kutatás alkalmazásai.		
1400000000	1427000000	nmhh	RÁDIÓ-CSILLAGÁSZAT				
1400000000	1427000000	nmhh	H41		A rádiócsillagászat alkalmazásai.		
1400000000	1427000000	nmhh	ŰRKUTATÁS (passzív)				
1400000000	1427000000	nmhh	H127		Passzív űrkutatás rendszerei.		
1400000000	1427000000	nmhh	H130		Földön kívüli forrásból származó szándékos adások passzív kutatása.		
1427000000	1429000000	nmhh	ÁLLANDÓHELYŰ				
1427000000	1429000000	nmhh	H129	K	1,4 GHz-es sávú állandó telephelyű, digitális rádiórendszerek.	Két- és többoldalú nemzetközi koordinációs dokumentumT/R 13-01 2. ajánlási pont	
1427000000	1429000000	nmhh	H129		Pont-pont rendszerek.	MSZ EN 301 751;MSZ EN 302 217-2-2MSZ EN 302 217-4-2	2. melléklet II. fejezet 3. pont
1427000000	1429000000	nmhh	H129		Pont-többpont rendszerek.	MSZ EN 301 753;MSZ EN 302 326-2MSZ EN 302 326-3	
1427000000	1429000000	nmhh	H130		Földön kívüli forrásból származó szándékos adások passzív kutatása.		
1429000000	1439500000	nmhh	ÁLLANDÓHELYŰ				
1429000000	1439500000	nmhh	H129	K	1,4 GHz-es sávú állandó telephelyű, digitális rádiórendszerek.	Két- és többoldalú nemzetközi koordinációs dokumentumT/R 13-01 2. ajánlási pont	
1429000000	1439500000	nmhh	H129		Pont-pont rendszerek.	MSZ EN 301 751;MSZ EN 302 217-2-2MSZ EN 302 217-4-2	2. melléklet II. fejezet 3. pont
1429000000	1439500000	nmhh	H129		Pont-többpont rendszerek.	MSZ EN 301 753;MSZ EN 302 326-2MSZ EN 302 326-3	
1429000000	1439500000	nmhh	H130		Földön kívüli forrásból származó szándékos adások passzív kutatása.		
1439500000	1451500000	nmhh	ÁLLANDÓHELYŰ				
1439500000	1451500000	nmhh	H129	K	1,4 GHz-es sávú állandó telephelyű, digitális rádiórendszerek.	Két- és többoldalú nemzetközi koordinációs dokumentumT/R 13-01 2. ajánlási pont	
1439500000	1451500000	nmhh	H129		Pont-pont rendszerek.	MSZ EN 301 751;MSZ EN 302 217-2-2MSZ EN 302 217-4-2	2. melléklet II. fejezet 3. pont
1439500000	1451500000	nmhh	H129		Pont-többpont rendszerek.	MSZ EN 301 753;MSZ EN 302 326-2MSZ EN 302 326-3	
1439500000	1451500000	nmhh	H130		Földön kívüli forrásból származó szándékos adások passzív kutatása.		
1451500000	1452000000	nmhh	ÁLLANDÓHELYŰ				
1451500000	1452000000	nmhh	H129	K	1,4 GHz-es sávú állandó telephelyű, digitális rádiórendszerek.	Két- és többoldalú nemzetközi koordinációs dokumentumT/R 13-01 2. ajánlási pont	
1451500000	1452000000	nmhh	H129		Pont-pont rendszerek.	MSZ EN 301 751;MSZ EN 302 217-2-2MSZ EN 302 217-4-2	2. melléklet II. fejezet 3. pont
1451500000	1452000000	nmhh	H129		Pont-többpont rendszerek.	MSZ EN 301 753;MSZ EN 302 326-2MSZ EN 302 326-3	
1451500000	1452000000	nmhh	H130		Földön kívüli forrásból származó szándékos adások passzív kutatása.		
1452000000	1476000000	nmhh	MŰSORSZÓRÁS				
1452000000	1476000000	nmhh	H132	K	Földfelszíni mobil multimédia rendszerek.	MA02revCO07 MegállapodásT/R 51-01	
1452000000	1476000000	nmhh			Földfelszíni digitális hangműsorszórás (T-DAB).	ITU-R BS.1114-6 AjánlásMSZ EN 300 401	
1452000000	1476000000	nmhh	H130		Földön kívüli forrásból származó szándékos adások passzív kutatása.		
1476000000	1480500000	nmhh	MŰSORSZÓRÁS				
1476000000	1480500000	nmhh	H132	K	Földfelszíni mobil multimédia rendszerek az 1476-1479,5 MHz sávban.	MA02revCO07 MegállapodásT/R 51-01	
1476000000	1480500000	nmhh			Földfelszíni digitális hangműsorszórás (T-DAB).	ITU-R BS.1114-6 AjánlásMSZ EN 300 401	
1476000000	1480500000	nmhh	H130		Földön kívüli forrásból származó szándékos adások passzív kutatása.		
1480500000	1488500000	nmhh	H130	K	Földön kívüli forrásból származó szándékos adások passzív kutatása.		
1488500000	1492000000	nmhh	H130	K	Földön kívüli forrásból származó szándékos adások passzív kutatása.		
1492000000	1518000000	nmhh	H130	K	Földön kívüli forrásból származó szándékos adások passzív kutatása.		
1518000000	1525000000	nmhh	MŰHOLDAS MOZGÓ(űr-Föld irány)				
1518000000	1525000000	nmhh	H136	K	Műholdas mozgószolgálati rendszerek.	ECC/DEC/(12)01MSZ EN 301 426;MSZ EN 301 444MSZ EN 301 681	A végfelhasználói állomás egyedi engedélyezési kötelezettség alól mentesítve.
1518000000	1525000000	nmhh	H130		Földön kívüli forrásból származó szándékos adások passzív kutatása.		
1525000000	1530000000	nmhh	MŰHOLDAS MOZGÓ(űr-Föld irány)				
1525000000	1530000000	nmhh	H136	K	Műholdas mozgószolgálati rendszerek.	ECC/DEC/(12)01MSZ EN 301 426;MSZ EN 301 444MSZ EN 301 681	A végfelhasználói állomás egyedi engedélyezési kötelezettség alólmentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
1525000000	1530000000	nmhh			SUT		
1525000000	1530000000	nmhh			Thuraya		
1525000000	1530000000	nmhh			Inmarsat-B		
1525000000	1530000000	nmhh			Inmarsat-C	ERC/DEC/(95)01MSZ EN 301 426	
1525000000	1530000000	nmhh			Inmarsat-D	MSZ EN 301 426	
1525000000	1530000000	nmhh			Inmarsat-M	ERC/DEC/(95)01MSZ EN 301 444	
1525000000	1530000000	nmhh			Inmarsat-M4	MSZ ETS 300 423	
1525000000	1530000000	nmhh			Inmarsat Mini-M	MSZ EN 301 444	
1525000000	1530000000	nmhh			EMS-MSSAT	MSZ EN 301 444	
1525000000	1530000000	nmhh			SpaceChecker	MSZ ETS 300 254	
1525000000	1530000000	nmhh	Műholdas Föld-kutatás(Föld-űr irány)				
1525000000	1530000000	nmhh	H89		A műholdas Föld-kutatás alkalmazásai.		A földi állomások műszaki paramétereinek ki kell elégíteniük a kapcsolódó műhold üzemeltetőjének követelményeit.
1525000000	1530000000	nmhh	H130		Földön kívüli forrásból származó szándékos adások passzív kutatása.		
1530000000	1535000000	nmhh	MŰHOLDAS MOZGÓ(űr-Föld irány)				
1530000000	1535000000	nmhh	H16	K	Világméretű tengeri vész- és biztonsági rendszer (GMDSS) vész-, sürgősségi és biztonsági összeköttetései.	RR 15. Függelék	A GMDSS szerencsétlenségi, sürgősségi és biztonsági üzenetek elsőbbséget élveznek a sáv használatában.
1530000000	1535000000	nmhh	H136		Műholdas mozgószolgálati rendszerek.	ECC/DEC/(12)01MSZ EN 301 426;MSZ EN 301 444MSZ EN 301 681	A végfelhasználói állomás egyedi engedélyezési kötelezettség alólmentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
1530000000	1535000000	nmhh			SUT		
1530000000	1535000000	nmhh			Thuraya		
1530000000	1535000000	nmhh			Inmarsat-B		
1530000000	1535000000	nmhh			Inmarsat-C	ERC/DEC/(95)01MSZ EN 301 426	
1530000000	1535000000	nmhh			Inmarsat-D	MSZ EN 301 426	
1530000000	1535000000	nmhh			Inmarsat-M	ERC/DEC/(95)01MSZ EN 301 444	
1530000000	1535000000	nmhh			Inmarsat-M4	MSZ ETS 300 423	
1530000000	1535000000	nmhh			Inmarsat Mini-M	MSZ EN 301 444	
1530000000	1535000000	nmhh			EMS-MSSAT	MSZ EN 301 444	
1530000000	1535000000	nmhh			SpaceChecker	MSZ ETS 300 254	
1530000000	1535000000	nmhh	Műholdas Föld-kutatás(Föld-űr irány)				
1530000000	1535000000	nmhh	H89		A műholdas Föld-kutatás alkalmazásai.		A földi állomások műszaki paramétereinek ki kell elégíteniük a kapcsolódó műhold üzemeltetőjének követelményeit.
1530000000	1535000000	nmhh	H130		Földön kívüli forrásból származó szándékos adások passzív kutatása.		
1535000000	1559000000	nmhh	(R) LÉGI MOZGÓ				
1535000000	1559000000	nmhh	H4	K	Az (R) légi mozgószolgálaton belül földfelszíni légiforgalmi állomásról közvetlenül légijármű állomásra szóló, vagy légijármű állomások közötti adások a műhold-légijármű összeköttetések kiterjesztésére vagy kiegészítésére az 1545-1555 MHz sávban.	ICAO Annex 10 III. kötet I. rész 4. fejezet és A melléklet	
1535000000	1559000000	nmhh	MŰHOLDAS MOZGÓ(űr-Föld irány)				
1535000000	1559000000	nmhh	H16		Világméretű tengeri vész- és biztonsági rendszer (GMDSS) vész-, sürgősségi és biztonsági összeköttetései az 1535-1544 MHz sávban.	RR 31. Cikk RR 15. Függelék	A GMDSS szerencsétlenségi, sürgősségi és biztonsági üzenetek elsőbbséget élveznek a sáv használatában.
1535000000	1559000000	nmhh	H16		Vész- és biztonsági összeköttetések az 1544-1545 MHz sávban.	RR 31. CikkRR 15. FüggelékICAO Annex 10 III. kötet I. rész 4. fejezet	A földi állomások műszaki paramétereinek ki kell elégíteniük a kapcsolódó műhold üzemeltetőjének követelményeit.
1535000000	1559000000	nmhh	H136		Műholdas mozgószolgálati rendszerek az 1535-1544 MHz és az 1545-1559 MHz sávban.	ECC/DEC/(12)01MSZ EN 301 426;MSZ EN 301 444MSZ EN 301 681	A végfelhasználói állomás egyedi engedélyezési kötelezettség alólmentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
1535000000	1559000000	nmhh			SUT		
1535000000	1559000000	nmhh			Thuraya		
1535000000	1559000000	nmhh			Inmarsat-B		
1535000000	1559000000	nmhh			Inmarsat-C	ERC/DEC/(95)01MSZ EN 301 426	
1535000000	1559000000	nmhh			Inmarsat-D	MSZ EN 301 426	
1535000000	1559000000	nmhh			Inmarsat-M	ERC/DEC/(95)01MSZ EN 301 444	
1535000000	1559000000	nmhh			Inmarsat-M4	MSZ ETS 300 423	
1535000000	1559000000	nmhh			Inmarsat Mini-M	MSZ EN 301 444	
1535000000	1559000000	nmhh			EMS-MSSAT	MSZ EN 301 444	
1535000000	1559000000	nmhh			SpaceChecker	MSZ ETS 300 254	
1535000000	1559000000	nmhh	H137		Légijárművek együttes beszéd- és adatátviteli célú űrtávközlési rendszerei az 1545-1555 MHz sávban.	ICAO Annex 10 III. kötet I. rész 4. fejezet és A melléklet	A légijárművek fedélzetére telepített állomások műszaki paramétereinek ki kell elégíteniük a kapcsolódó műhold üzemeltetőjének követelményeit.A végfelhasználói állomás egyedi engedélyezési kötelezettség alól mentesítve.
